"Season","Team","GP","W","L","PTS","PCT","GF","GA","PP.","PK.","League","MemorialCupYear","MemorialCupWinner","CleanedTeam","TeamYearID"
"15_16","Silvertips x - Everett Silvertips",72,38,26,84,0.583,182,172,0.17,0.772,"WHL",2016,"0","Everett Silvertips","Everett Silvertips_2016"
"15_16","Raiders x - Prince Albert Raiders",72,38,26,84,0.583,222,223,0.18,0.784,"WHL",2016,"0","Prince Albert Raiders","Prince Albert Raiders_2016"
"15_16","Warriors x - Moose Jaw Warriors",72,36,27,81,0.563,249,238,0.225,0.798,"WHL",2016,"0","Moose Jaw Warriors","Moose Jaw Warriors_2016"
"15_16","Winterhawks x - Portland Winterhawks",72,34,31,75,0.521,228,227,0.196,0.79,"WHL",2016,"0","Portland Winterhawks","Portland Winterhawks_2016"
"15_16","Pats x - Regina Pats",72,36,28,80,0.556,243,253,0.19,0.784,"WHL",2016,"0","Regina Pats","Regina Pats_2016"
"15_16","Cougars x - Prince George Cougars",72,36,31,77,0.535,240,225,0.185,0.821,"WHL",2016,"0","Prince George Cougars","Prince George Cougars_2016"
"15_16","Chiefs x - Spokane Chiefs",72,33,30,75,0.521,223,245,0.178,0.784,"WHL",2016,"0","Spokane Chiefs","Spokane Chiefs_2016"
"15_16","Americans Tri-City Americans",72,35,34,73,0.507,236,253,0.223,0.782,"WHL",2016,"0","City Americans","City Americans_2016"
"15_16","Tigers Medicine Hat Tigers",72,30,37,65,0.451,223,287,0.21,0.739,"WHL",2016,"0","Tigers Medicine Hat Tigers","Tigers Medicine Hat Tigers_2016"
"15_16","Oil Kings Edmonton Oil Kings",72,29,36,65,0.451,197,238,0.224,0.771,"WHL",2016,"0","Oil Kings Edmonton Oil Kings","Oil Kings Edmonton Oil Kings_2016"
"15_16","Broncos Swift Current Broncos",72,24,38,58,0.403,189,249,0.19,0.746,"WHL",2016,"0","Broncos Swift Current Broncos","Broncos Swift Current Broncos_2016"
"15_16","Blades Saskatoon Blades",72,26,42,56,0.389,219,317,0.181,0.787,"WHL",2016,"0","Blades Saskatoon Blades","Blades Saskatoon Blades_2016"
"15_16","Giants Vancouver Giants",72,23,40,55,0.382,199,273,0.221,0.769,"WHL",2016,"0","Giants Vancouver Giants","Giants Vancouver Giants_2016"
"15_16","ICE Kootenay ICE",72,12,53,31,0.215,155,319,0.148,0.734,"WHL",2016,"0","ICE Kootenay ICE","ICE Kootenay ICE_2016"
"16_17","Pats xy - Regina Pats",72,52,12,112,0.778,353,211,0.315,0.814,"WHL",2017,"0","Regina Pats","Regina Pats_2017"
"16_17","Tigers xy - Medicine Hat Tigers",72,51,20,103,0.715,350,248,0.294,0.816,"WHL",2017,"0","Medicine Hat Tigers","Medicine Hat Tigers_2017"
"16_17","Silvertips xy - Everett Silvertips",72,44,16,100,0.694,229,169,0.207,0.858,"WHL",2017,"0","Everett Silvertips","Everett Silvertips_2017"
"16_17","Thunderbirds x - Seattle Thunderbirds",72,46,20,98,0.681,253,206,0.222,0.833,"WHL",2017,"0","Seattle Thunderbirds","Seattle Thunderbirds_2017"
"16_17","Cougars xy - Prince George Cougars",72,45,21,96,0.667,253,201,0.176,0.831,"WHL",2017,"0","Prince George Cougars","Prince George Cougars_2017"
"16_17","Rockets x - Kelowna Rockets",72,45,22,95,0.66,283,206,0.252,0.801,"WHL",2017,"0","Kelowna Rockets","Kelowna Rockets_2017"
"16_17","Hurricanes x - Lethbridge Hurricanes",72,44,21,95,0.66,280,253,0.239,0.786,"WHL",2017,"0","Lethbridge Hurricanes","Lethbridge Hurricanes_2017"
"16_17","Warriors x - Moose Jaw Warriors",72,42,21,93,0.646,255,219,0.204,0.817,"WHL",2017,"0","Moose Jaw Warriors","Moose Jaw Warriors_2017"
"16_17","Blazers x - Kamloops Blazers",72,42,24,90,0.625,243,198,0.174,0.843,"WHL",2017,"0","Kamloops Blazers","Kamloops Blazers_2017"
"16_17","Broncos x - Swift Current Broncos",72,39,23,88,0.611,247,239,0.217,0.727,"WHL",2017,"0","Swift Current Broncos","Swift Current Broncos_2017"
"16_17","Americans x - Tri-City Americans",72,41,28,85,0.59,272,252,0.248,0.785,"WHL",2017,"0","City Americans","City Americans_2017"
"16_17","Rebels x - Red Deer Rebels",72,30,29,73,0.507,239,258,0.202,0.766,"WHL",2017,"0","Red Deer Rebels","Red Deer Rebels_2017"
"16_17","Winterhawks x - Portland Winterhawks",72,40,28,84,0.583,278,256,0.248,0.802,"WHL",2017,"0","Portland Winterhawks","Portland Winterhawks_2017"
"16_17","Royals x - Victoria Royals",72,37,29,80,0.556,239,219,0.203,0.783,"WHL",2017,"0","Victoria Royals","Victoria Royals_2017"
"16_17","Wheat Kings x - Brandon Wheat Kings",72,31,31,72,0.5,225,247,0.22,0.793,"WHL",2017,"0","Brandon Wheat Kings","Brandon Wheat Kings_2017"
"16_17","Hitmen x - Calgary Hitmen",72,30,32,70,0.486,215,282,0.171,0.74,"WHL",2017,"0","Calgary Hitmen","Calgary Hitmen_2017"
"16_17","Chiefs Spokane Chiefs",72,27,33,66,0.458,235,272,0.227,0.748,"WHL",2017,"0","Chiefs Spokane Chiefs","Chiefs Spokane Chiefs_2017"
"16_17","Blades Saskatoon Blades",72,28,35,65,0.451,190,248,0.197,0.78,"WHL",2017,"0","Blades Saskatoon Blades","Blades Saskatoon Blades_2017"
"16_17","Oil Kings Edmonton Oil Kings",72,23,43,52,0.361,193,292,0.173,0.76,"WHL",2017,"0","Oil Kings Edmonton Oil Kings","Oil Kings Edmonton Oil Kings_2017"
"16_17","Raiders Prince Albert Raiders",72,21,44,49,0.34,198,283,0.146,0.769,"WHL",2017,"0","Raiders Prince Albert Raiders","Raiders Prince Albert Raiders_2017"
"16_17","Giants Vancouver Giants",72,20,46,46,0.319,183,296,0.134,0.725,"WHL",2017,"0","Giants Vancouver Giants","Giants Vancouver Giants_2017"
"16_17","ICE Kootenay ICE",72,14,46,40,0.278,177,335,0.177,0.779,"WHL",2017,"0","ICE Kootenay ICE","ICE Kootenay ICE_2017"
"17_18","Warriors xy - Moose Jaw Warriors",72,52,15,109,0.757,326,216,0.263,0.784,"WHL",2018,"0","Moose Jaw Warriors","Moose Jaw Warriors_2018"
"17_18","Broncos x - Swift Current Broncos",72,48,17,103,0.715,284,213,0.294,0.795,"WHL",2018,"0","Swift Current Broncos","Swift Current Broncos_2018"
"17_18","Silvertips xy - Everett Silvertips",72,47,20,99,0.688,246,167,0.235,0.845,"WHL",2018,"0","Everett Silvertips","Everett Silvertips_2018"
"17_18","Winterhawks x - Portland Winterhawks",72,44,22,94,0.653,274,214,0.257,0.792,"WHL",2018,"0","Portland Winterhawks","Portland Winterhawks_2018"
"17_18","Rockets xy - Kelowna Rockets",72,43,22,93,0.646,280,249,0.262,0.775,"WHL",2018,"0","Kelowna Rockets","Kelowna Rockets_2018"
"17_18","Chiefs x - Spokane Chiefs",72,41,25,88,0.611,282,240,0.206,0.782,"WHL",2018,"0","Spokane Chiefs","Spokane Chiefs_2018"
"17_18","Pats x - Regina Pats",72,40,25,87,0.604,245,235,0.241,0.758,"WHL",2018,"0","Regina Pats","Regina Pats_2018"
"17_18","Royals x - Victoria Royals",72,39,27,84,0.583,287,264,0.249,0.741,"WHL",2018,"0","Victoria Royals","Victoria Royals_2018"
"17_18","Giants x - Vancouver Giants",72,36,27,81,0.563,233,257,0.219,0.792,"WHL",2018,"0","Vancouver Giants","Vancouver Giants_2018"
"17_18","Tigers xy - Medicine Hat Tigers",72,36,28,80,0.556,260,252,0.221,0.762,"WHL",2018,"0","Medicine Hat Tigers","Medicine Hat Tigers_2018"
"17_18","Hurricanes x - Lethbridge Hurricanes",72,33,33,72,0.5,244,260,0.241,0.764,"WHL",2018,"0","Lethbridge Hurricanes","Lethbridge Hurricanes_2018"
"17_18","Rebels x - Red Deer Rebels",72,27,32,67,0.465,209,250,0.187,0.779,"WHL",2018,"0","Red Deer Rebels","Red Deer Rebels_2018"
"17_18","Wheat Kings x - Brandon Wheat Kings",72,40,27,85,0.59,272,255,0.23,0.742,"WHL",2018,"0","Brandon Wheat Kings","Brandon Wheat Kings_2018"
"17_18","Americans x - Tri-City Americans",72,38,25,85,0.59,255,249,0.254,0.771,"WHL",2018,"0","City Americans","City Americans_2018"
"17_18","Thunderbirds x - Seattle Thunderbirds",72,34,28,78,0.542,250,258,0.229,0.781,"WHL",2018,"0","Seattle Thunderbirds","Seattle Thunderbirds_2018"
"17_18","Raiders x - Prince Albert Raiders",72,32,27,77,0.535,245,250,0.191,0.814,"WHL",2018,"0","Prince Albert Raiders","Prince Albert Raiders_2018"
"17_18","Blades Saskatoon Blades",72,35,33,74,0.514,237,276,0.212,0.788,"WHL",2018,"0","Blades Saskatoon Blades","Blades Saskatoon Blades_2018"
"17_18","Blazers Kamloops Blazers",72,30,37,65,0.451,212,237,0.209,0.778,"WHL",2018,"0","Blazers Kamloops Blazers","Blazers Kamloops Blazers_2018"
"17_18","ICE Kootenay ICE",72,27,38,61,0.424,215,275,0.182,0.79,"WHL",2018,"0","ICE Kootenay ICE","ICE Kootenay ICE_2018"
"17_18","Hitmen Calgary Hitmen",72,24,37,59,0.41,226,276,0.183,0.766,"WHL",2018,"0","Hitmen Calgary Hitmen","Hitmen Calgary Hitmen_2018"
"17_18","Cougars Prince George Cougars",72,24,38,58,0.403,217,295,0.166,0.776,"WHL",2018,"0","Cougars Prince George Cougars","Cougars Prince George Cougars_2018"
"17_18","Oil Kings Edmonton Oil Kings",72,22,42,52,0.361,204,315,0.202,0.717,"WHL",2018,"0","Oil Kings Edmonton Oil Kings","Oil Kings Edmonton Oil Kings_2018"
"18_19","Raiders xy - Prince Albert Raiders",68,54,10,112,0.824,307,156,0.22,0.869,"WHL",2019,"0","Prince Albert Raiders","Prince Albert Raiders_2019"
"18_19","Giants xy - Vancouver Giants",68,48,15,101,0.743,228,162,0.246,0.849,"WHL",2019,"0","Vancouver Giants","Vancouver Giants_2019"
"18_19","Silvertips xy - Everett Silvertips",68,47,16,99,0.728,223,130,0.217,0.847,"WHL",2019,"0","Everett Silvertips","Everett Silvertips_2019"
"18_19","Blades x - Saskatoon Blades",68,45,15,98,0.721,259,190,0.219,0.814,"WHL",2019,"0","Saskatoon Blades","Saskatoon Blades_2019"
"18_19","Oil Kings xy - Edmonton Oil Kings",68,42,18,92,0.676,259,196,0.232,0.803,"WHL",2019,"0","Edmonton Oil Kings","Edmonton Oil Kings_2019"
"18_19","Hurricanes x - Lethbridge Hurricanes",68,40,18,90,0.662,268,234,0.238,0.765,"WHL",2019,"0","Lethbridge Hurricanes","Lethbridge Hurricanes_2019"
"18_19","Warriors x - Moose Jaw Warriors",68,40,20,88,0.647,234,192,0.275,0.805,"WHL",2019,"0","Moose Jaw Warriors","Moose Jaw Warriors_2019"
"18_19","Chiefs x - Spokane Chiefs",68,40,21,87,0.64,267,222,0.291,0.766,"WHL",2019,"0","Spokane Chiefs","Spokane Chiefs_2019"
"18_19","Winterhawks x - Portland Winterhawks",68,40,22,86,0.632,258,210,0.232,0.821,"WHL",2019,"0","Portland Winterhawks","Portland Winterhawks_2019"
"18_19","Hitmen x - Calgary Hitmen",68,36,26,78,0.574,255,240,0.279,0.805,"WHL",2019,"0","Calgary Hitmen","Calgary Hitmen_2019"
"18_19","Royals x - Victoria Royals",68,34,30,72,0.529,199,227,0.159,0.787,"WHL",2019,"0","Victoria Royals","Victoria Royals_2019"
"18_19","Blazers x - Kamloops Blazers",68,28,32,64,0.471,196,212,0.205,0.765,"WHL",2019,"0","Kamloops Blazers","Kamloops Blazers_2019"
"18_19","Tigers x - Medicine Hat Tigers",68,35,27,76,0.559,217,222,0.225,0.772,"WHL",2019,"0","Medicine Hat Tigers","Medicine Hat Tigers_2019"
"18_19","Americans x - Tri-City Americans",68,34,28,74,0.544,214,230,0.194,0.81,"WHL",2019,"0","City Americans","City Americans_2019"
"18_19","Rebels x - Red Deer Rebels",68,33,29,72,0.529,223,225,0.192,0.765,"WHL",2019,"0","Red Deer Rebels","Red Deer Rebels_2019"
"18_19","Wheat Kings Brandon Wheat Kings",68,31,29,70,0.515,230,243,0.204,0.718,"WHL",2019,"0","Wheat Kings Brandon Wheat Kings","Wheat Kings Brandon Wheat Kings_2019"
"18_19","Thunderbirds x - Seattle Thunderbirds",68,31,29,70,0.515,231,245,0.206,0.751,"WHL",2019,"0","Seattle Thunderbirds","Seattle Thunderbirds_2019"
"18_19","Rockets Kelowna Rockets",68,28,32,64,0.471,169,209,0.215,0.774,"WHL",2019,"0","Rockets Kelowna Rockets","Rockets Kelowna Rockets_2019"
"18_19","Cougars Prince George Cougars",68,19,41,46,0.338,152,237,0.166,0.787,"WHL",2019,"0","Cougars Prince George Cougars","Cougars Prince George Cougars_2019"
"18_19","Pats Regina Pats",68,19,45,42,0.309,173,271,0.172,0.765,"WHL",2019,"0","Pats Regina Pats","Pats Regina Pats_2019"
"18_19","ICE Kootenay ICE",68,13,45,36,0.265,181,324,0.17,0.683,"WHL",2019,"0","ICE Kootenay ICE","ICE Kootenay ICE_2019"
"18_19","Broncos Swift Current Broncos",68,11,51,28,0.206,135,301,0.15,0.762,"WHL",2019,"0","Broncos Swift Current Broncos","Broncos Swift Current Broncos_2019"
"21_22","ICE z - Winnipeg ICE",68,53,10,111,0.816,317,152,0.274,0.833,"WHL",2022,"0","Winnipeg ICE","Winnipeg ICE_2022"
"21_22","Oil Kings y - Edmonton Oil Kings",68,50,14,104,0.765,295,182,0.219,0.843,"WHL",2022,"0","Edmonton Oil Kings","Edmonton Oil Kings_2022"
"21_22","Silvertips y - Everett Silvertips",68,45,13,100,0.735,280,190,0.27,0.789,"WHL",2022,"0","Everett Silvertips","Everett Silvertips_2022"
"21_22","Blazers y - Kamloops Blazers",68,48,17,99,0.728,287,176,0.235,0.809,"WHL",2022,"0","Kamloops Blazers","Kamloops Blazers_2022"
"21_22","Winterhawks x - Portland Winterhawks",68,47,16,99,0.728,298,192,0.255,0.832,"WHL",2022,"0","Portland Winterhawks","Portland Winterhawks_2022"
"21_22","Rebels x - Red Deer Rebels",68,45,19,94,0.691,264,188,0.269,0.809,"WHL",2022,"0","Red Deer Rebels","Red Deer Rebels_2022"
"21_22","Rockets x - Kelowna Rockets",68,42,20,90,0.662,250,207,0.244,0.778,"WHL",2022,"0","Kelowna Rockets","Kelowna Rockets_2022"
"21_22","Warriors x - Moose Jaw Warriors",68,37,24,81,0.596,251,221,0.202,0.777,"WHL",2022,"0","Moose Jaw Warriors","Moose Jaw Warriors_2022"
"21_22","Thunderbirds x - Seattle Thunderbirds",68,44,18,94,0.691,271,179,0.233,0.834,"WHL",2022,"0","Seattle Thunderbirds","Seattle Thunderbirds_2022"
"21_22","Blades x - Saskatoon Blades",68,38,26,80,0.588,219,217,0.24,0.803,"WHL",2022,"0","Saskatoon Blades","Saskatoon Blades_2022"
"21_22","Wheat Kings x - Brandon Wheat Kings",68,35,28,75,0.551,218,242,0.206,0.794,"WHL",2022,"0","Brandon Wheat Kings","Brandon Wheat Kings_2022"
"21_22","Hurricanes x - Lethbridge Hurricanes",68,33,30,71,0.522,216,238,0.201,0.791,"WHL",2022,"0","Lethbridge Hurricanes","Lethbridge Hurricanes_2022"
"21_22","Raiders x - Prince Albert Raiders",68,28,35,61,0.449,194,225,0.184,0.791,"WHL",2022,"0","Prince Albert Raiders","Prince Albert Raiders_2022"
"21_22","Pats Regina Pats",68,27,36,59,0.434,240,277,0.261,0.719,"WHL",2022,"0","Pats Regina Pats","Pats Regina Pats_2022"
"21_22","Broncos Swift Current Broncos",68,26,35,59,0.434,181,246,0.159,0.786,"WHL",2022,"0","Broncos Swift Current Broncos","Broncos Swift Current Broncos_2022"
"21_22","Hitmen Calgary Hitmen",68,25,34,59,0.434,183,229,0.134,0.801,"WHL",2022,"0","Hitmen Calgary Hitmen","Hitmen Calgary Hitmen_2022"
"21_22","Cougars x - Prince George Cougars",68,24,39,53,0.39,177,240,0.183,0.777,"WHL",2022,"0","Prince George Cougars","Prince George Cougars_2022"
"21_22","Chiefs x - Spokane Chiefs",68,24,39,53,0.39,188,289,0.215,0.746,"WHL",2022,"0","Spokane Chiefs","Spokane Chiefs_2022"
"21_22","Giants x - Vancouver Giants",68,24,39,53,0.39,185,254,0.177,0.76,"WHL",2022,"0","Vancouver Giants","Vancouver Giants_2022"
"21_22","Royals Victoria Royals",68,23,39,52,0.382,193,275,0.211,0.783,"WHL",2022,"0","Royals Victoria Royals","Royals Victoria Royals_2022"
"21_22","Americans Tri-City Americans",68,19,43,44,0.324,179,306,0.138,0.727,"WHL",2022,"0","City Americans","City Americans_2022"
"21_22","Tigers Medicine Hat Tigers",68,11,53,26,0.191,154,315,0.167,0.734,"WHL",2022,"0","Tigers Medicine Hat Tigers","Tigers Medicine Hat Tigers_2022"
"22_23","ICE z - Winnipeg ICE",68,57,10,115,0.846,325,177,0.238,0.805,"WHL",2023,"0","Winnipeg ICE","Winnipeg ICE_2023"
"22_23","Rebels y - Red Deer Rebels",68,43,19,92,0.676,248,189,0.271,0.81,"WHL",2023,"0","Red Deer Rebels","Red Deer Rebels_2023"
"22_23","Thunderbirds y - Seattle Thunderbirds",68,54,11,111,0.816,300,155,0.206,0.835,"WHL",2023,"0","Seattle Thunderbirds","Seattle Thunderbirds_2023"
"22_23","Blazers y - Kamloops Blazers",68,48,13,103,0.757,313,198,0.301,0.772,"WHL",2023,"0","Kamloops Blazers","Kamloops Blazers_2023"
"22_23","Blades x - Saskatoon Blades",68,48,15,101,0.743,257,171,0.276,0.825,"WHL",2023,"0","Saskatoon Blades","Saskatoon Blades_2023"
"22_23","Winterhawks x - Portland Winterhawks",68,40,20,88,0.647,244,218,0.237,0.823,"WHL",2023,"0","Portland Winterhawks","Portland Winterhawks_2023"
"22_23","Warriors x - Moose Jaw Warriors",68,41,24,85,0.625,252,237,0.276,0.804,"WHL",2023,"0","Moose Jaw Warriors","Moose Jaw Warriors_2023"
"22_23","Cougars x - Prince George Cougars",68,37,24,81,0.596,290,241,0.277,0.74,"WHL",2023,"0","Prince George Cougars","Prince George Cougars_2023"
"22_23","Hurricanes x - Lethbridge Hurricanes",68,36,26,78,0.574,204,207,0.193,0.802,"WHL",2023,"0","Lethbridge Hurricanes","Lethbridge Hurricanes_2023"
"22_23","Americans x - Tri-City Americans",68,34,26,76,0.559,256,245,0.273,0.745,"WHL",2023,"0","City Americans","City Americans_2023"
"22_23","Pats x - Regina Pats",68,34,30,72,0.529,262,277,0.268,0.77,"WHL",2023,"0","Regina Pats","Regina Pats_2023"
"22_23","Hitmen x - Calgary Hitmen",68,31,29,70,0.515,220,224,0.194,0.837,"WHL",2023,"0","Calgary Hitmen","Calgary Hitmen_2023"
"22_23","Tigers x - Medicine Hat Tigers",68,30,29,69,0.507,248,224,0.189,0.739,"WHL",2023,"0","Medicine Hat Tigers","Medicine Hat Tigers_2023"
"22_23","Silvertips x - Everett Silvertips",68,33,32,69,0.507,221,245,0.212,0.783,"WHL",2023,"0","Everett Silvertips","Everett Silvertips_2023"
"22_23","Broncos Swift Current Broncos",68,31,33,66,0.485,227,242,0.209,0.762,"WHL",2023,"0","Broncos Swift Current Broncos","Broncos Swift Current Broncos_2023"
"22_23","Giants x - Vancouver Giants",68,28,32,64,0.471,188,238,0.167,0.793,"WHL",2023,"0","Vancouver Giants","Vancouver Giants_2023"
"22_23","Wheat Kings Brandon Wheat Kings",68,26,33,61,0.449,212,242,0.211,0.784,"WHL",2023,"0","Wheat Kings Brandon Wheat Kings","Wheat Kings Brandon Wheat Kings_2023"
"22_23","Raiders Prince Albert Raiders",68,28,37,59,0.434,198,239,0.212,0.774,"WHL",2023,"0","Raiders Prince Albert Raiders","Raiders Prince Albert Raiders_2023"
"22_23","Rockets x - Kelowna Rockets",68,27,37,58,0.426,210,256,0.225,0.787,"WHL",2023,"0","Kelowna Rockets","Kelowna Rockets_2023"
"22_23","Royals Victoria Royals",68,17,43,42,0.309,199,323,0.176,0.708,"WHL",2023,"0","Royals Victoria Royals","Royals Victoria Royals_2023"
"22_23","Chiefs Spokane Chiefs",68,15,43,40,0.294,195,314,0.169,0.706,"WHL",2023,"0","Chiefs Spokane Chiefs","Chiefs Spokane Chiefs_2023"
"22_23","Oil Kings Edmonton Oil Kings",68,10,54,24,0.176,131,338,0.137,0.691,"WHL",2023,"0","Oil Kings Edmonton Oil Kings","Oil Kings Edmonton Oil Kings_2023"
"23_24","Blades xyz - Saskatoon Blades",68,50,13,105,0.772,255,163,0.261,0.861,"WHL",2024,"0","Saskatoon Blades","Saskatoon Blades_2024"
"23_24","Cougars xy - Prince George Cougars",68,49,15,102,0.75,316,187,0.301,0.843,"WHL",2024,"0","Prince George Cougars","Prince George Cougars_2024"
"23_24","Winterhawks xy - Portland Winterhawks",68,48,15,101,0.743,330,204,0.269,0.787,"WHL",2024,"0","Portland Winterhawks","Portland Winterhawks_2024"
"23_24","Silvertips x - Everett Silvertips",68,45,18,95,0.699,296,208,0.266,0.735,"WHL",2024,"0","Everett Silvertips","Everett Silvertips_2024"
"23_24","Warriors x - Moose Jaw Warriors",68,44,21,91,0.669,297,228,0.324,0.764,"WHL",2024,"0","Moose Jaw Warriors","Moose Jaw Warriors_2024"
"23_24","Broncos xy - Swift Current Broncos",68,40,22,86,0.632,286,239,0.211,0.733,"WHL",2024,"0","Swift Current Broncos","Swift Current Broncos_2024"
"23_24","Tigers x - Medicine Hat Tigers",68,37,23,82,0.603,280,231,0.287,0.807,"WHL",2024,"0","Medicine Hat Tigers","Medicine Hat Tigers_2024"
"23_24","Rebels x - Red Deer Rebels",68,33,26,75,0.551,213,217,0.202,0.806,"WHL",2024,"0","Red Deer Rebels","Red Deer Rebels_2024"
"23_24","Wheat Kings x - Brandon Wheat Kings",68,33,28,73,0.537,225,244,0.184,0.761,"WHL",2024,"0","Brandon Wheat Kings","Brandon Wheat Kings_2024"
"23_24","Hurricanes x - Lethbridge Hurricanes",68,33,28,73,0.537,214,210,0.207,0.811,"WHL",2024,"0","Lethbridge Hurricanes","Lethbridge Hurricanes_2024"
"23_24","Wild x - Wenatchee Wild",68,34,30,72,0.529,249,268,0.207,0.743,"WHL",2024,"0","Wenatchee Wild","Wenatchee Wild_2024"
"23_24","Rockets x - Kelowna Rockets",68,33,30,71,0.522,250,258,0.234,0.725,"WHL",2024,"0","Kelowna Rockets","Kelowna Rockets_2024"
"23_24","Giants x - Vancouver Giants",68,32,32,68,0.5,222,249,0.207,0.784,"WHL",2024,"0","Vancouver Giants","Vancouver Giants_2024"
"23_24","Raiders x - Prince Albert Raiders",68,31,32,67,0.493,215,221,0.233,0.782,"WHL",2024,"0","Prince Albert Raiders","Prince Albert Raiders_2024"
"23_24","Royals x - Victoria Royals",68,29,30,67,0.493,221,272,0.209,0.759,"WHL",2024,"0","Victoria Royals","Victoria Royals_2024"
"23_24","Chiefs x - Spokane Chiefs",68,30,32,66,0.485,268,283,0.243,0.743,"WHL",2024,"0","Spokane Chiefs","Spokane Chiefs_2024"
"23_24","Hitmen Calgary Hitmen",68,28,31,65,0.478,250,255,0.223,0.763,"WHL",2024,"0","Hitmen Calgary Hitmen","Hitmen Calgary Hitmen_2024"
"23_24","Oil Kings Edmonton Oil Kings",68,27,37,58,0.426,227,301,0.2,0.713,"WHL",2024,"0","Oil Kings Edmonton Oil Kings","Oil Kings Edmonton Oil Kings_2024"
"23_24","Thunderbirds Seattle Thunderbirds",68,27,38,57,0.419,191,260,0.242,0.779,"WHL",2024,"0","Thunderbirds Seattle Thunderbirds","Thunderbirds Seattle Thunderbirds_2024"
"23_24","Pats Regina Pats",68,22,40,50,0.368,208,300,0.209,0.752,"WHL",2024,"0","Pats Regina Pats","Pats Regina Pats_2024"
"23_24","Americans Tri-City Americans",68,23,42,49,0.36,206,306,0.19,0.71,"WHL",2024,"0","City Americans","City Americans_2024"
"23_24","Blazers Kamloops Blazers",68,20,42,46,0.338,180,295,0.199,0.723,"WHL",2024,"0","Blazers Kamloops Blazers","Blazers Kamloops Blazers_2024"
"97_98","Remparts - Québec",70,46,12,98,0.7,285,204,0.22,0.845,"QMJHL",1998,"0","Québec","Québec_1998"
"97_98","Huskies - Rouyn-Noranda",70,43,20,90,0.643,338,245,0.263,0.794,"QMJHL",1998,"0","Noranda","Noranda_1998"
"97_98","Tigres - Victoriaville",70,40,22,87,0.621,274,209,0.235,0.798,"QMJHL",1998,"0","Victoriaville","Victoriaville_1998"
"97_98","Cataractes - Shawinigan",70,40,23,86,0.614,262,217,0.225,0.831,"QMJHL",1998,"0","Shawinigan","Shawinigan_1998"
